Id,When,Type,Unit,Alberta,ModifiedDate
74653,12/1/2009 12:00:00 AM,NatGas,$CDN/GJ,4.51,9/28/2018 10:37:40 AM
74654,1/1/2010 12:00:00 AM,NatGas,$CDN/GJ,4.88,9/28/2018 10:37:40 AM
74655,2/1/2010 12:00:00 AM,NatGas,$CDN/GJ,4.68,9/28/2018 10:37:40 AM
74656,3/1/2010 12:00:00 AM,NatGas,$CDN/GJ,4.05,9/28/2018 10:37:40 AM
74657,4/1/2010 12:00:00 AM,NatGas,$CDN/GJ,3.26,9/28/2018 10:37:40 AM
74658,5/1/2010 12:00:00 AM,NatGas,$CDN/GJ,3.37,9/28/2018 10:37:40 AM
74659,6/1/2010 12:00:00 AM,NatGas,$CDN/GJ,3.49,9/28/2018 10:37:40 AM
74660,7/1/2010 12:00:00 AM,NatGas,$CDN/GJ,3.42,9/28/2018 10:37:40 AM
74661,8/1/2010 12:00:00 AM,NatGas,$CDN/GJ,3.25,9/28/2018 10:37:40 AM
74662,9/1/2010 12:00:00 AM,NatGas,$CDN/GJ,3.14,9/28/2018 10:37:40 AM
74663,10/1/2010 12:00:00 AM,NatGas,$CDN/GJ,2.92,9/28/2018 10:37:40 AM
74664,11/1/2010 12:00:00 AM,NatGas,$CDN/GJ,3.04,9/28/2018 10:37:40 AM
74665,12/1/2010 12:00:00 AM,NatGas,$CDN/GJ,3.34,9/28/2018 10:37:40 AM
74666,1/1/2011 12:00:00 AM,NatGas,$CDN/GJ,3.49,9/28/2018 10:37:40 AM
74667,2/1/2011 12:00:00 AM,NatGas,$CDN/GJ,3.4,9/28/2018 10:37:40 AM
74668,3/1/2011 12:00:00 AM,NatGas,$CDN/GJ,3.19,9/28/2018 10:37:40 AM
74669,4/1/2011 12:00:00 AM,NatGas,$CDN/GJ,3.3,9/28/2018 10:37:40 AM
74670,5/1/2011 12:00:00 AM,NatGas,$CDN/GJ,3.39,9/28/2018 10:37:40 AM
74671,6/1/2011 12:00:00 AM,NatGas,$CDN/GJ,3.51,9/28/2018 10:37:40 AM
74672,7/1/2011 12:00:00 AM,NatGas,$CDN/GJ,3.42,9/28/2018 10:37:40 AM
74673,8/1/2011 12:00:00 AM,NatGas,$CDN/GJ,3.32,9/28/2018 10:37:40 AM
74674,9/1/2011 12:00:00 AM,NatGas,$CDN/GJ,3.24,9/28/2018 10:37:40 AM
74675,10/1/2011 12:00:00 AM,NatGas,$CDN/GJ,3.17,9/28/2018 10:37:40 AM
74676,11/1/2011 12:00:00 AM,NatGas,$CDN/GJ,2.99,9/28/2018 10:37:40 AM
74677,12/1/2011 12:00:00 AM,NatGas,$CDN/GJ,2.92,9/28/2018 10:37:40 AM
74678,1/1/2012 12:00:00 AM,NatGas,$CDN/GJ,2.56,9/28/2018 10:37:40 AM
74679,2/1/2012 12:00:00 AM,NatGas,$CDN/GJ,2.13,9/28/2018 10:37:40 AM
74680,3/1/2012 12:00:00 AM,NatGas,$CDN/GJ,1.83,9/28/2018 10:37:40 AM
74681,4/1/2012 12:00:00 AM,NatGas,$CDN/GJ,1.63,9/28/2018 10:37:40 AM
74682,5/1/2012 12:00:00 AM,NatGas,$CDN/GJ,1.58,9/28/2018 10:37:40 AM
74683,6/1/2012 12:00:00 AM,NatGas,$CDN/GJ,1.75,9/28/2018 10:37:40 AM
74684,7/1/2012 12:00:00 AM,NatGas,$CDN/GJ,1.92,9/28/2018 10:37:40 AM
74685,8/1/2012 12:00:00 AM,NatGas,$CDN/GJ,2.05,9/28/2018 10:37:40 AM
74686,9/1/2012 12:00:00 AM,NatGas,$CDN/GJ,1.94,9/28/2018 10:37:40 AM
74687,10/1/2012 12:00:00 AM,NatGas,$CDN/GJ,2.36,9/28/2018 10:37:40 AM
74688,11/1/2012 12:00:00 AM,NatGas,$CDN/GJ,2.9,9/28/2018 10:37:40 AM
74689,12/1/2012 12:00:00 AM,NatGas,$CDN/GJ,2.98,9/28/2018 10:37:40 AM
74690,1/1/2013 12:00:00 AM,NatGas,$CDN/GJ,2.76,9/28/2018 10:37:40 AM
74691,2/1/2013 12:00:00 AM,NatGas,$CDN/GJ,2.69,9/28/2018 10:37:40 AM
74692,3/1/2013 12:00:00 AM,NatGas,$CDN/GJ,2.85,9/28/2018 10:37:40 AM
74693,4/1/2013 12:00:00 AM,NatGas,$CDN/GJ,3.14,9/28/2018 10:37:40 AM
74694,5/1/2013 12:00:00 AM,NatGas,$CDN/GJ,3.24,9/28/2018 10:37:40 AM
74695,6/1/2013 12:00:00 AM,NatGas,$CDN/GJ,3.17,9/28/2018 10:37:40 AM
74696,7/1/2013 12:00:00 AM,NatGas,$CDN/GJ,2.78,9/28/2018 10:37:40 AM
74697,8/1/2013 12:00:00 AM,NatGas,$CDN/GJ,2.37,9/28/2018 10:37:40 AM
74698,9/1/2013 12:00:00 AM,NatGas,$CDN/GJ,2.14,9/28/2018 10:37:40 AM
74699,10/1/2013 12:00:00 AM,NatGas,$CDN/GJ,2.49,9/28/2018 10:37:40 AM
74700,11/1/2013 12:00:00 AM,NatGas,$CDN/GJ,3.06,9/28/2018 10:37:40 AM
74701,12/1/2013 12:00:00 AM,NatGas,$CDN/GJ,3.22,9/28/2018 10:37:40 AM
74702,1/1/2014 12:00:00 AM,NatGas,$CDN/GJ,3.61,9/28/2018 10:37:40 AM
74703,2/1/2014 12:00:00 AM,NatGas,$CDN/GJ,5.2,9/28/2018 10:37:40 AM
74704,3/1/2014 12:00:00 AM,NatGas,$CDN/GJ,4.9,9/28/2018 10:37:40 AM
74705,4/1/2014 12:00:00 AM,NatGas,$CDN/GJ,4.21,9/28/2018 10:37:40 AM
74706,5/1/2014 12:00:00 AM,NatGas,$CDN/GJ,4.21,9/28/2018 10:37:40 AM
74707,6/1/2014 12:00:00 AM,NatGas,$CDN/GJ,4.17,9/28/2018 10:37:40 AM
74708,7/1/2014 12:00:00 AM,NatGas,$CDN/GJ,3.98,9/28/2018 10:37:40 AM
74709,8/1/2014 12:00:00 AM,NatGas,$CDN/GJ,3.63,9/28/2018 10:37:40 AM
74710,9/1/2014 12:00:00 AM,NatGas,$CDN/GJ,3.64,9/28/2018 10:37:40 AM
74711,10/1/2014 12:00:00 AM,NatGas,$CDN/GJ,3.57,9/28/2018 10:37:40 AM
74712,11/1/2014 12:00:00 AM,NatGas,$CDN/GJ,3.47,9/28/2018 10:37:40 AM
74713,12/1/2014 12:00:00 AM,NatGas,$CDN/GJ,3.39,9/28/2018 10:37:40 AM
74714,1/1/2015 12:00:00 AM,NatGas,$CDN/GJ,2.83,9/28/2018 10:37:40 AM
74715,2/1/2015 12:00:00 AM,NatGas,$CDN/GJ,2.51,9/28/2018 10:37:40 AM
74716,3/1/2015 12:00:00 AM,NatGas,$CDN/GJ,2.53,9/28/2018 10:37:40 AM
74717,4/1/2015 12:00:00 AM,NatGas,$CDN/GJ,2.3,9/28/2018 10:37:40 AM
74718,5/1/2015 12:00:00 AM,NatGas,$CDN/GJ,2.33,9/28/2018 10:37:40 AM
74719,6/1/2015 12:00:00 AM,NatGas,$CDN/GJ,2.36,9/28/2018 10:37:40 AM
74720,7/1/2015 12:00:00 AM,NatGas,$CDN/GJ,2.38,9/28/2018 10:37:40 AM
74721,8/1/2015 12:00:00 AM,NatGas,$CDN/GJ,2.56,9/28/2018 10:37:40 AM
74722,9/1/2015 12:00:00 AM,NatGas,$CDN/GJ,2.55,9/28/2018 10:37:40 AM
74723,10/1/2015 12:00:00 AM,NatGas,$CDN/GJ,2.4,9/28/2018 10:37:40 AM
74724,11/1/2015 12:00:00 AM,NatGas,$CDN/GJ,2.21,9/28/2018 10:37:40 AM
74725,12/1/2015 12:00:00 AM,NatGas,$CDN/GJ,2.12,9/28/2018 10:37:40 AM
74726,1/1/2016 12:00:00 AM,NatGas,$CDN/GJ,2.11,9/28/2018 10:37:40 AM
74727,2/1/2016 12:00:00 AM,NatGas,$CDN/GJ,1.82,9/28/2018 10:37:40 AM
74728,3/1/2016 12:00:00 AM,NatGas,$CDN/GJ,1.36,9/28/2018 10:37:40 AM
74729,4/1/2016 12:00:00 AM,NatGas,$CDN/GJ,1.11,9/28/2018 10:37:40 AM
74730,5/1/2016 12:00:00 AM,NatGas,$CDN/GJ,0.94,9/28/2018 10:37:40 AM
74731,6/1/2016 12:00:00 AM,NatGas,$CDN/GJ,1.23,9/28/2018 10:37:40 AM
74732,7/1/2016 12:00:00 AM,NatGas,$CDN/GJ,1.82,9/28/2018 10:37:40 AM
74733,8/1/2016 12:00:00 AM,NatGas,$CDN/GJ,1.82,9/28/2018 10:37:40 AM
74734,9/1/2016 12:00:00 AM,NatGas,$CDN/GJ,2.12,9/28/2018 10:37:40 AM
74735,10/1/2016 12:00:00 AM,NatGas,$CDN/GJ,2.41,9/28/2018 10:37:40 AM
74736,11/1/2016 12:00:00 AM,NatGas,$CDN/GJ,2.48,9/28/2018 10:37:40 AM
74737,12/1/2016 12:00:00 AM,NatGas,$CDN/GJ,2.75,9/28/2018 10:37:40 AM
74738,1/1/2017 12:00:00 AM,NatGas,$CDN/GJ,2.86,9/28/2018 10:37:40 AM
74739,2/1/2017 12:00:00 AM,NatGas,$CDN/GJ,2.39,9/28/2018 10:37:40 AM
74740,3/1/2017 12:00:00 AM,NatGas,$CDN/GJ,2.2,9/28/2018 10:37:40 AM
74741,4/1/2017 12:00:00 AM,NatGas,$CDN/GJ,2.34,9/28/2018 10:37:40 AM
74742,5/1/2017 12:00:00 AM,NatGas,$CDN/GJ,2.46,9/28/2018 10:37:40 AM
74743,6/1/2017 12:00:00 AM,NatGas,$CDN/GJ,2.39,9/28/2018 10:37:40 AM
74744,7/1/2017 12:00:00 AM,NatGas,$CDN/GJ,1.83,9/28/2018 10:37:40 AM
74745,8/1/2017 12:00:00 AM,NatGas,$CDN/GJ,1.72,9/28/2018 10:37:40 AM
74746,9/1/2017 12:00:00 AM,NatGas,$CDN/GJ,1.2,9/28/2018 10:37:40 AM
74747,10/1/2017 12:00:00 AM,NatGas,$CDN/GJ,1.11,9/28/2018 10:37:40 AM
74748,11/1/2017 12:00:00 AM,NatGas,$CDN/GJ,1.92,9/28/2018 10:37:40 AM
74749,12/1/2017 12:00:00 AM,NatGas,$CDN/GJ,1.82,9/28/2018 10:37:40 AM
74750,1/1/2018 12:00:00 AM,NatGas,$CDN/GJ,1.74,9/28/2018 10:37:40 AM
74751,2/1/2018 12:00:00 AM,NatGas,$CDN/GJ,1.76,9/28/2018 10:37:40 AM
74752,3/1/2018 12:00:00 AM,NatGas,$CDN/GJ,1.54,9/28/2018 10:37:40 AM
74753,4/1/2018 12:00:00 AM,NatGas,$CDN/GJ,1.26,9/28/2018 10:37:40 AM
74754,5/1/2018 12:00:00 AM,NatGas,$CDN/GJ,0.78,9/28/2018 10:37:40 AM
74755,6/1/2018 12:00:00 AM,NatGas,$CDN/GJ,0.75,9/28/2018 10:37:40 AM
74756,7/1/2018 12:00:00 AM,NatGas,$CDN/GJ,1.14,9/28/2018 10:37:40 AM
74757,1/1/2009 12:00:00 AM,WCS,$US/bbl,29.97,9/28/2018 10:37:40 AM
74758,2/1/2009 12:00:00 AM,WCS,$US/bbl,31.71,9/28/2018 10:37:40 AM
74759,3/1/2009 12:00:00 AM,WCS,$US/bbl,40.76,9/28/2018 10:37:40 AM
74760,4/1/2009 12:00:00 AM,WCS,$US/bbl,43.76,9/28/2018 10:37:40 AM
74761,5/1/2009 12:00:00 AM,WCS,$US/bbl,51.64,9/28/2018 10:37:40 AM
74762,6/1/2009 12:00:00 AM,WCS,$US/bbl,61.18,9/28/2018 10:37:40 AM
74763,7/1/2009 12:00:00 AM,WCS,$US/bbl,54.45,9/28/2018 10:37:40 AM
74764,8/1/2009 12:00:00 AM,WCS,$US/bbl,60.57,9/28/2018 10:37:40 AM
74765,9/1/2009 12:00:00 AM,WCS,$US/bbl,59.52,9/28/2018 10:37:40 AM
74766,10/1/2009 12:00:00 AM,WCS,$US/bbl,65.29,9/28/2018 10:37:40 AM
74767,11/1/2009 12:00:00 AM,WCS,$US/bbl,65.04,9/28/2018 10:37:40 AM
74768,12/1/2009 12:00:00 AM,WCS,$US/bbl,61.89,9/28/2018 10:37:40 AM
74769,1/1/2010 12:00:00 AM,WCS,$US/bbl,69.28,9/28/2018 10:37:40 AM
74770,2/1/2010 12:00:00 AM,WCS,$US/bbl,67.91,9/28/2018 10:37:40 AM
74771,3/1/2010 12:00:00 AM,WCS,$US/bbl,71.82,9/28/2018 10:37:40 AM
74772,4/1/2010 12:00:00 AM,WCS,$US/bbl,72.02,9/28/2018 10:37:40 AM
74773,5/1/2010 12:00:00 AM,WCS,$US/bbl,57.49,9/28/2018 10:37:40 AM
74774,6/1/2010 12:00:00 AM,WCS,$US/bbl,62.33,9/28/2018 10:37:40 AM
74775,7/1/2010 12:00:00 AM,WCS,$US/bbl,64.28,9/28/2018 10:37:40 AM
74776,8/1/2010 12:00:00 AM,WCS,$US/bbl,61.93,9/28/2018 10:37:40 AM
74777,9/1/2010 12:00:00 AM,WCS,$US/bbl,55.44,9/28/2018 10:37:40 AM
74778,10/1/2010 12:00:00 AM,WCS,$US/bbl,56.72,9/28/2018 10:37:40 AM
74779,11/1/2010 12:00:00 AM,WCS,$US/bbl,69.56,9/28/2018 10:37:40 AM
74780,12/1/2010 12:00:00 AM,WCS,$US/bbl,74.89,9/28/2018 10:37:40 AM
74781,1/1/2011 12:00:00 AM,WCS,$US/bbl,71.18,9/28/2018 10:37:40 AM
74782,2/1/2011 12:00:00 AM,WCS,$US/bbl,63.42,9/28/2018 10:37:40 AM
74783,3/1/2011 12:00:00 AM,WCS,$US/bbl,79.13,9/28/2018 10:37:40 AM
74784,4/1/2011 12:00:00 AM,WCS,$US/bbl,89.69,9/28/2018 10:37:40 AM
74785,5/1/2011 12:00:00 AM,WCS,$US/bbl,85.66,9/28/2018 10:37:40 AM
74786,6/1/2011 12:00:00 AM,WCS,$US/bbl,79.42,9/28/2018 10:37:40 AM
74787,7/1/2011 12:00:00 AM,WCS,$US/bbl,78.31,9/28/2018 10:37:40 AM
74788,8/1/2011 12:00:00 AM,WCS,$US/bbl,66.51,9/28/2018 10:37:40 AM
74789,9/1/2011 12:00:00 AM,WCS,$US/bbl,71.6,9/28/2018 10:37:40 AM
74790,10/1/2011 12:00:00 AM,WCS,$US/bbl,76.54,9/28/2018 10:37:40 AM
74791,11/1/2011 12:00:00 AM,WCS,$US/bbl,87.32,9/28/2018 10:37:40 AM
74792,12/1/2011 12:00:00 AM,WCS,$US/bbl,86.86,9/28/2018 10:37:40 AM
74793,1/1/2012 12:00:00 AM,WCS,$US/bbl,86.47,9/28/2018 10:37:40 AM
74794,2/1/2012 12:00:00 AM,WCS,$US/bbl,83.04,9/28/2018 10:37:40 AM
74795,3/1/2012 12:00:00 AM,WCS,$US/bbl,75.01,9/28/2018 10:37:40 AM
74796,4/1/2012 12:00:00 AM,WCS,$US/bbl,70.4,9/28/2018 10:37:40 AM
74797,5/1/2012 12:00:00 AM,WCS,$US/bbl,75.1,9/28/2018 10:37:40 AM
74798,6/1/2012 12:00:00 AM,WCS,$US/bbl,66.37,9/28/2018 10:37:40 AM
74799,7/1/2012 12:00:00 AM,WCS,$US/bbl,64.28,9/28/2018 10:37:40 AM
74800,8/1/2012 12:00:00 AM,WCS,$US/bbl,69.03,9/28/2018 10:37:40 AM
74801,9/1/2012 12:00:00 AM,WCS,$US/bbl,78.17,9/28/2018 10:37:40 AM
74802,10/1/2012 12:00:00 AM,WCS,$US/bbl,79.88,9/28/2018 10:37:40 AM
74803,11/1/2012 12:00:00 AM,WCS,$US/bbl,72.47,9/28/2018 10:37:40 AM
74804,12/1/2012 12:00:00 AM,WCS,$US/bbl,57.87,9/28/2018 10:37:40 AM
74805,1/1/2013 12:00:00 AM,WCS,$US/bbl,62.11,9/28/2018 10:37:40 AM
74806,2/1/2013 12:00:00 AM,WCS,$US/bbl,58.4,9/28/2018 10:37:40 AM
74807,3/1/2013 12:00:00 AM,WCS,$US/bbl,66.72,9/28/2018 10:37:40 AM
74808,4/1/2013 12:00:00 AM,WCS,$US/bbl,68.87,9/28/2018 10:37:40 AM
74809,5/1/2013 12:00:00 AM,WCS,$US/bbl,80.93,9/28/2018 10:37:40 AM
74810,6/1/2013 12:00:00 AM,WCS,$US/bbl,75.39,9/28/2018 10:37:40 AM
74811,7/1/2013 12:00:00 AM,WCS,$US/bbl,90.5,9/28/2018 10:37:40 AM
74812,8/1/2013 12:00:00 AM,WCS,$US/bbl,90.97,9/28/2018 10:37:40 AM
74813,9/1/2013 12:00:00 AM,WCS,$US/bbl,83.57,9/28/2018 10:37:40 AM
74814,10/1/2013 12:00:00 AM,WCS,$US/bbl,74.21,9/28/2018 10:37:40 AM
74815,11/1/2013 12:00:00 AM,WCS,$US/bbl,62.62,9/28/2018 10:37:40 AM
74816,12/1/2013 12:00:00 AM,WCS,$US/bbl,58.95,9/28/2018 10:37:40 AM
74817,1/1/2014 12:00:00 AM,WCS,$US/bbl,65.69,9/28/2018 10:37:40 AM
74818,2/1/2014 12:00:00 AM,WCS,$US/bbl,81.54,9/28/2018 10:37:40 AM
74819,3/1/2014 12:00:00 AM,WCS,$US/bbl,79.42,9/28/2018 10:37:40 AM
74820,4/1/2014 12:00:00 AM,WCS,$US/bbl,79.56,9/28/2018 10:37:40 AM
74821,5/1/2014 12:00:00 AM,WCS,$US/bbl,82.72,9/28/2018 10:37:40 AM
74822,6/1/2014 12:00:00 AM,WCS,$US/bbl,86.56,9/28/2018 10:37:40 AM
74823,7/1/2014 12:00:00 AM,WCS,$US/bbl,82.73,9/28/2018 10:37:40 AM
74824,8/1/2014 12:00:00 AM,WCS,$US/bbl,73.89,9/28/2018 10:37:40 AM
74825,9/1/2014 12:00:00 AM,WCS,$US/bbl,74.35,9/28/2018 10:37:40 AM
74826,10/1/2014 12:00:00 AM,WCS,$US/bbl,70.6,9/28/2018 10:37:40 AM
74827,11/1/2014 12:00:00 AM,WCS,$US/bbl,62.87,9/28/2018 10:37:40 AM
74828,12/1/2014 12:00:00 AM,WCS,$US/bbl,43.24,9/28/2018 10:37:40 AM
74829,1/1/2015 12:00:00 AM,WCS,$US/bbl,30.43,9/28/2018 10:37:40 AM
74830,2/1/2015 12:00:00 AM,WCS,$US/bbl,36.52,9/28/2018 10:37:40 AM
74831,3/1/2015 12:00:00 AM,WCS,$US/bbl,34.76,9/28/2018 10:37:40 AM
74832,4/1/2015 12:00:00 AM,WCS,$US/bbl,40.26,9/28/2018 10:37:40 AM
74833,5/1/2015 12:00:00 AM,WCS,$US/bbl,47.5,9/28/2018 10:37:40 AM
74834,6/1/2015 12:00:00 AM,WCS,$US/bbl,51.29,9/28/2018 10:37:40 AM
74835,7/1/2015 12:00:00 AM,WCS,$US/bbl,43.49,9/28/2018 10:37:40 AM
74836,8/1/2015 12:00:00 AM,WCS,$US/bbl,29.48,9/28/2018 10:37:40 AM
74837,9/1/2015 12:00:00 AM,WCS,$US/bbl,26.5,9/28/2018 10:37:40 AM
74838,10/1/2015 12:00:00 AM,WCS,$US/bbl,32.78,9/28/2018 10:37:40 AM
74839,11/1/2015 12:00:00 AM,WCS,$US/bbl,27.78,9/28/2018 10:37:40 AM
74840,12/1/2015 12:00:00 AM,WCS,$US/bbl,22.51,9/28/2018 10:37:40 AM
74841,1/1/2016 12:00:00 AM,WCS,$US/bbl,17.88,9/28/2018 10:37:40 AM
74842,2/1/2016 12:00:00 AM,WCS,$US/bbl,16.3,9/28/2018 10:37:40 AM
74843,3/1/2016 12:00:00 AM,WCS,$US/bbl,23.46,9/28/2018 10:37:40 AM
74844,4/1/2016 12:00:00 AM,WCS,$US/bbl,27.88,9/28/2018 10:37:40 AM
74845,5/1/2016 12:00:00 AM,WCS,$US/bbl,32.52,9/28/2018 10:37:40 AM
74846,6/1/2016 12:00:00 AM,WCS,$US/bbl,36.47,9/28/2018 10:37:40 AM
74847,7/1/2016 12:00:00 AM,WCS,$US/bbl,32.8,9/28/2018 10:37:40 AM
74848,8/1/2016 12:00:00 AM,WCS,$US/bbl,30.9,9/28/2018 10:37:40 AM
74849,9/1/2016 12:00:00 AM,WCS,$US/bbl,30.62,9/28/2018 10:37:40 AM
74850,10/1/2016 12:00:00 AM,WCS,$US/bbl,35.83,9/28/2018 10:37:40 AM
74851,11/1/2016 12:00:00 AM,WCS,$US/bbl,31.89,9/28/2018 10:37:40 AM
74852,12/1/2016 12:00:00 AM,WCS,$US/bbl,37.18,9/28/2018 10:37:40 AM
74853,1/1/2017 12:00:00 AM,WCS,$US/bbl,37.19,9/28/2018 10:37:40 AM
74854,2/1/2017 12:00:00 AM,WCS,$US/bbl,39.14,9/28/2018 10:37:40 AM
74855,3/1/2017 12:00:00 AM,WCS,$US/bbl,35.68,9/28/2018 10:37:40 AM
74856,4/1/2017 12:00:00 AM,WCS,$US/bbl,36.84,9/28/2018 10:37:40 AM
74857,5/1/2017 12:00:00 AM,WCS,$US/bbl,38.84,9/28/2018 10:37:40 AM
74858,6/1/2017 12:00:00 AM,WCS,$US/bbl,35.8,9/28/2018 10:37:40 AM
74859,7/1/2017 12:00:00 AM,WCS,$US/bbl,36.37,9/28/2018 10:37:40 AM
74860,8/1/2017 12:00:00 AM,WCS,$US/bbl,38.5,9/28/2018 10:37:40 AM
74861,9/1/2017 12:00:00 AM,WCS,$US/bbl,39.93,9/28/2018 10:37:40 AM
74862,10/1/2017 12:00:00 AM,WCS,$US/bbl,39.87,9/28/2018 10:37:40 AM
74863,11/1/2017 12:00:00 AM,WCS,$US/bbl,45.52,9/28/2018 10:37:40 AM
74864,12/1/2017 12:00:00 AM,WCS,$US/bbl,44.02,9/28/2018 10:37:40 AM
74865,1/1/2018 12:00:00 AM,WCS,$US/bbl,42.53,9/28/2018 10:37:40 AM
74866,2/1/2018 12:00:00 AM,WCS,$US/bbl,37.72,9/28/2018 10:37:40 AM
74867,3/1/2018 12:00:00 AM,WCS,$US/bbl,35.53,9/28/2018 10:37:40 AM
74868,4/1/2018 12:00:00 AM,WCS,$US/bbl,40.47,9/28/2018 10:37:40 AM
74869,5/1/2018 12:00:00 AM,WCS,$US/bbl,53.25,9/28/2018 10:37:40 AM
74870,6/1/2018 12:00:00 AM,WCS,$US/bbl,52.1,9/28/2018 10:37:40 AM
74871,7/1/2018 12:00:00 AM,WCS,$US/bbl,52.83,9/28/2018 10:37:40 AM
74872,8/1/2018 12:00:00 AM,WCS,$US/bbl,48.55,9/28/2018 10:37:40 AM
74873,4/1/1983 12:00:00 AM,WTI,$US/bbl,30.5,9/28/2018 10:37:40 AM
74874,5/1/1983 12:00:00 AM,WTI,$US/bbl,30.16,9/28/2018 10:37:40 AM
74875,6/1/1983 12:00:00 AM,WTI,$US/bbl,30.96,9/28/2018 10:37:40 AM
74876,7/1/1983 12:00:00 AM,WTI,$US/bbl,31.59,9/28/2018 10:37:40 AM
74877,8/1/1983 12:00:00 AM,WTI,$US/bbl,31.88,9/28/2018 10:37:40 AM
74878,9/1/1983 12:00:00 AM,WTI,$US/bbl,31.24,9/28/2018 10:37:40 AM
74879,10/1/1983 12:00:00 AM,WTI,$US/bbl,30.4,9/28/2018 10:37:40 AM
74880,11/1/1983 12:00:00 AM,WTI,$US/bbl,29.86,9/28/2018 10:37:40 AM
74881,12/1/1983 12:00:00 AM,WTI,$US/bbl,29.24,9/28/2018 10:37:40 AM
74882,1/1/1984 12:00:00 AM,WTI,$US/bbl,29.65,9/28/2018 10:37:40 AM
74883,2/1/1984 12:00:00 AM,WTI,$US/bbl,30.05,9/28/2018 10:37:40 AM
74884,3/1/1984 12:00:00 AM,WTI,$US/bbl,30.72,9/28/2018 10:37:40 AM
74885,4/1/1984 12:00:00 AM,WTI,$US/bbl,30.65,9/28/2018 10:37:40 AM
74886,5/1/1984 12:00:00 AM,WTI,$US/bbl,30.55,9/28/2018 10:37:40 AM
74887,6/1/1984 12:00:00 AM,WTI,$US/bbl,29.98,9/28/2018 10:37:40 AM
74888,7/1/1984 12:00:00 AM,WTI,$US/bbl,28.74,9/28/2018 10:37:40 AM
74889,8/1/1984 12:00:00 AM,WTI,$US/bbl,29.33,9/28/2018 10:37:40 AM
74890,9/1/1984 12:00:00 AM,WTI,$US/bbl,29.38,9/28/2018 10:37:40 AM
74891,10/1/1984 12:00:00 AM,WTI,$US/bbl,28.8,9/28/2018 10:37:40 AM
74892,11/1/1984 12:00:00 AM,WTI,$US/bbl,28.11,9/28/2018 10:37:40 AM
74893,12/1/1984 12:00:00 AM,WTI,$US/bbl,26.91,9/28/2018 10:37:40 AM
74894,1/1/1985 12:00:00 AM,WTI,$US/bbl,25.64,9/28/2018 10:37:40 AM
74895,2/1/1985 12:00:00 AM,WTI,$US/bbl,27.14,9/28/2018 10:37:40 AM
74896,3/1/1985 12:00:00 AM,WTI,$US/bbl,28.12,9/28/2018 10:37:40 AM
74897,4/1/1985 12:00:00 AM,WTI,$US/bbl,28.71,9/28/2018 10:37:40 AM
74898,5/1/1985 12:00:00 AM,WTI,$US/bbl,27.58,9/28/2018 10:37:40 AM
74899,6/1/1985 12:00:00 AM,WTI,$US/bbl,27.09,9/28/2018 10:37:40 AM
74900,7/1/1985 12:00:00 AM,WTI,$US/bbl,27.27,9/28/2018 10:37:40 AM
74901,8/1/1985 12:00:00 AM,WTI,$US/bbl,27.74,9/28/2018 10:37:40 AM
74902,9/1/1985 12:00:00 AM,WTI,$US/bbl,28.22,9/28/2018 10:37:40 AM
74903,10/1/1985 12:00:00 AM,WTI,$US/bbl,29.48,9/28/2018 10:37:40 AM
74904,11/1/1985 12:00:00 AM,WTI,$US/bbl,30.73,9/28/2018 10:37:40 AM
74905,12/1/1985 12:00:00 AM,WTI,$US/bbl,27.15,9/28/2018 10:37:40 AM
74906,1/1/1986 12:00:00 AM,WTI,$US/bbl,22.98,9/28/2018 10:37:40 AM
74907,2/1/1986 12:00:00 AM,WTI,$US/bbl,15.46,9/28/2018 10:37:40 AM
74908,3/1/1986 12:00:00 AM,WTI,$US/bbl,12.62,9/28/2018 10:37:40 AM
74909,4/1/1986 12:00:00 AM,WTI,$US/bbl,12.75,9/28/2018 10:37:41 AM
74910,5/1/1986 12:00:00 AM,WTI,$US/bbl,15.26,9/28/2018 10:37:41 AM
74911,6/1/1986 12:00:00 AM,WTI,$US/bbl,13.38,9/28/2018 10:37:41 AM
74912,7/1/1986 12:00:00 AM,WTI,$US/bbl,11.58,9/28/2018 10:37:41 AM
74913,8/1/1986 12:00:00 AM,WTI,$US/bbl,15.11,9/28/2018 10:37:41 AM
74914,9/1/1986 12:00:00 AM,WTI,$US/bbl,14.94,9/28/2018 10:37:41 AM
74915,10/1/1986 12:00:00 AM,WTI,$US/bbl,14.89,9/28/2018 10:37:41 AM
74916,11/1/1986 12:00:00 AM,WTI,$US/bbl,15.23,9/28/2018 10:37:41 AM
74917,12/1/1986 12:00:00 AM,WTI,$US/bbl,16.09,9/28/2018 10:37:41 AM
74918,1/1/1987 12:00:00 AM,WTI,$US/bbl,18.67,9/28/2018 10:37:41 AM
74919,2/1/1987 12:00:00 AM,WTI,$US/bbl,17.73,9/28/2018 10:37:41 AM
74920,3/1/1987 12:00:00 AM,WTI,$US/bbl,18.28,9/28/2018 10:37:41 AM
74921,4/1/1987 12:00:00 AM,WTI,$US/bbl,18.6,9/28/2018 10:37:41 AM
74922,5/1/1987 12:00:00 AM,WTI,$US/bbl,19.33,9/28/2018 10:37:41 AM
74923,6/1/1987 12:00:00 AM,WTI,$US/bbl,19.99,9/28/2018 10:37:41 AM
74924,7/1/1987 12:00:00 AM,WTI,$US/bbl,21.33,9/28/2018 10:37:41 AM
74925,8/1/1987 12:00:00 AM,WTI,$US/bbl,20.23,9/28/2018 10:37:41 AM
