Id,When,Type,Unit,Alberta,ModifiedDate
74926,9/1/1987 12:00:00 AM,WTI,$US/bbl,19.52,9/28/2018 10:37:41 AM
74927,10/1/1987 12:00:00 AM,WTI,$US/bbl,19.86,9/28/2018 10:37:41 AM
74928,11/1/1987 12:00:00 AM,WTI,$US/bbl,18.85,9/28/2018 10:37:41 AM
74929,12/1/1987 12:00:00 AM,WTI,$US/bbl,17.26,9/28/2018 10:37:41 AM
74930,1/1/1988 12:00:00 AM,WTI,$US/bbl,17.15,9/28/2018 10:37:41 AM
74931,2/1/1988 12:00:00 AM,WTI,$US/bbl,16.76,9/28/2018 10:37:41 AM
74932,3/1/1988 12:00:00 AM,WTI,$US/bbl,16.21,9/28/2018 10:37:41 AM
74933,4/1/1988 12:00:00 AM,WTI,$US/bbl,17.88,9/28/2018 10:37:41 AM
74934,5/1/1988 12:00:00 AM,WTI,$US/bbl,17.45,9/28/2018 10:37:41 AM
74935,6/1/1988 12:00:00 AM,WTI,$US/bbl,16.56,9/28/2018 10:37:41 AM
74936,7/1/1988 12:00:00 AM,WTI,$US/bbl,15.51,9/28/2018 10:37:41 AM
74937,8/1/1988 12:00:00 AM,WTI,$US/bbl,15.53,9/28/2018 10:37:41 AM
74938,9/1/1988 12:00:00 AM,WTI,$US/bbl,14.46,9/28/2018 10:37:41 AM
74939,10/1/1988 12:00:00 AM,WTI,$US/bbl,13.8,9/28/2018 10:37:41 AM
74940,11/1/1988 12:00:00 AM,WTI,$US/bbl,13.98,9/28/2018 10:37:41 AM
74941,12/1/1988 12:00:00 AM,WTI,$US/bbl,16.28,9/28/2018 10:37:41 AM
74942,1/1/1989 12:00:00 AM,WTI,$US/bbl,17.98,9/28/2018 10:37:41 AM
74943,2/1/1989 12:00:00 AM,WTI,$US/bbl,17.82,9/28/2018 10:37:41 AM
74944,3/1/1989 12:00:00 AM,WTI,$US/bbl,19.44,9/28/2018 10:37:41 AM
74945,4/1/1989 12:00:00 AM,WTI,$US/bbl,20.94,9/28/2018 10:37:41 AM
74946,5/1/1989 12:00:00 AM,WTI,$US/bbl,20.03,9/28/2018 10:37:41 AM
74947,6/1/1989 12:00:00 AM,WTI,$US/bbl,19.99,9/28/2018 10:37:41 AM
74948,7/1/1989 12:00:00 AM,WTI,$US/bbl,19.66,9/28/2018 10:37:41 AM
74949,8/1/1989 12:00:00 AM,WTI,$US/bbl,18.55,9/28/2018 10:37:41 AM
74950,9/1/1989 12:00:00 AM,WTI,$US/bbl,19.59,9/28/2018 10:37:41 AM
74951,10/1/1989 12:00:00 AM,WTI,$US/bbl,20.1,9/28/2018 10:37:41 AM
74952,11/1/1989 12:00:00 AM,WTI,$US/bbl,19.83,9/28/2018 10:37:41 AM
74953,12/1/1989 12:00:00 AM,WTI,$US/bbl,21.09,9/28/2018 10:37:41 AM
74954,1/1/1990 12:00:00 AM,WTI,$US/bbl,22.64,9/28/2018 10:37:41 AM
74955,2/1/1990 12:00:00 AM,WTI,$US/bbl,22.11,9/28/2018 10:37:41 AM
74956,3/1/1990 12:00:00 AM,WTI,$US/bbl,20.41,9/28/2018 10:37:41 AM
74957,4/1/1990 12:00:00 AM,WTI,$US/bbl,18.58,9/28/2018 10:37:41 AM
74958,5/1/1990 12:00:00 AM,WTI,$US/bbl,18.46,9/28/2018 10:37:41 AM
74959,6/1/1990 12:00:00 AM,WTI,$US/bbl,16.86,9/28/2018 10:37:41 AM
74960,7/1/1990 12:00:00 AM,WTI,$US/bbl,18.64,9/28/2018 10:37:41 AM
74961,8/1/1990 12:00:00 AM,WTI,$US/bbl,27.18,9/28/2018 10:37:41 AM
74962,9/1/1990 12:00:00 AM,WTI,$US/bbl,33.69,9/28/2018 10:37:41 AM
74963,10/1/1990 12:00:00 AM,WTI,$US/bbl,35.92,9/28/2018 10:37:41 AM
74964,11/1/1990 12:00:00 AM,WTI,$US/bbl,32.3,9/28/2018 10:37:41 AM
74965,12/1/1990 12:00:00 AM,WTI,$US/bbl,27.16,9/28/2018 10:37:41 AM
74966,1/1/1991 12:00:00 AM,WTI,$US/bbl,24.7,9/28/2018 10:37:41 AM
74967,2/1/1991 12:00:00 AM,WTI,$US/bbl,20.54,9/28/2018 10:37:41 AM
74968,3/1/1991 12:00:00 AM,WTI,$US/bbl,19.88,9/28/2018 10:37:41 AM
74969,4/1/1991 12:00:00 AM,WTI,$US/bbl,20.82,9/28/2018 10:37:41 AM
74970,5/1/1991 12:00:00 AM,WTI,$US/bbl,21.25,9/28/2018 10:37:41 AM
74971,6/1/1991 12:00:00 AM,WTI,$US/bbl,20.2,9/28/2018 10:37:41 AM
74972,7/1/1991 12:00:00 AM,WTI,$US/bbl,21.43,9/28/2018 10:37:41 AM
74973,8/1/1991 12:00:00 AM,WTI,$US/bbl,21.68,9/28/2018 10:37:41 AM
74974,9/1/1991 12:00:00 AM,WTI,$US/bbl,21.86,9/28/2018 10:37:41 AM
74975,10/1/1991 12:00:00 AM,WTI,$US/bbl,23.23,9/28/2018 10:37:41 AM
74976,11/1/1991 12:00:00 AM,WTI,$US/bbl,22.43,9/28/2018 10:37:41 AM
74977,12/1/1991 12:00:00 AM,WTI,$US/bbl,19.53,9/28/2018 10:37:41 AM
74978,1/1/1992 12:00:00 AM,WTI,$US/bbl,18.82,9/28/2018 10:37:41 AM
74979,2/1/1992 12:00:00 AM,WTI,$US/bbl,19.01,9/28/2018 10:37:41 AM
74980,3/1/1992 12:00:00 AM,WTI,$US/bbl,18.95,9/28/2018 10:37:41 AM
74981,4/1/1992 12:00:00 AM,WTI,$US/bbl,20.26,9/28/2018 10:37:41 AM
74982,5/1/1992 12:00:00 AM,WTI,$US/bbl,21,9/28/2018 10:37:41 AM
74983,6/1/1992 12:00:00 AM,WTI,$US/bbl,22.36,9/28/2018 10:37:41 AM
74984,7/1/1992 12:00:00 AM,WTI,$US/bbl,21.74,9/28/2018 10:37:41 AM
74985,8/1/1992 12:00:00 AM,WTI,$US/bbl,21.29,9/28/2018 10:37:41 AM
74986,9/1/1992 12:00:00 AM,WTI,$US/bbl,21.92,9/28/2018 10:37:41 AM
74987,10/1/1992 12:00:00 AM,WTI,$US/bbl,21.71,9/28/2018 10:37:41 AM
74988,11/1/1992 12:00:00 AM,WTI,$US/bbl,20.36,9/28/2018 10:37:41 AM
74989,12/1/1992 12:00:00 AM,WTI,$US/bbl,19.41,9/28/2018 10:37:41 AM
74990,1/1/1993 12:00:00 AM,WTI,$US/bbl,19.07,9/28/2018 10:37:41 AM
74991,2/1/1993 12:00:00 AM,WTI,$US/bbl,20.08,9/28/2018 10:37:41 AM
74992,3/1/1993 12:00:00 AM,WTI,$US/bbl,20.35,9/28/2018 10:37:41 AM
74993,4/1/1993 12:00:00 AM,WTI,$US/bbl,20.33,9/28/2018 10:37:41 AM
74994,5/1/1993 12:00:00 AM,WTI,$US/bbl,19.98,9/28/2018 10:37:41 AM
74995,6/1/1993 12:00:00 AM,WTI,$US/bbl,19.13,9/28/2018 10:37:41 AM
74996,7/1/1993 12:00:00 AM,WTI,$US/bbl,17.9,9/28/2018 10:37:41 AM
74997,8/1/1993 12:00:00 AM,WTI,$US/bbl,18.01,9/28/2018 10:37:41 AM
74998,9/1/1993 12:00:00 AM,WTI,$US/bbl,17.52,9/28/2018 10:37:41 AM
74999,10/1/1993 12:00:00 AM,WTI,$US/bbl,18.17,9/28/2018 10:37:41 AM
75000,11/1/1993 12:00:00 AM,WTI,$US/bbl,16.74,9/28/2018 10:37:41 AM
75001,12/1/1993 12:00:00 AM,WTI,$US/bbl,14.53,9/28/2018 10:37:41 AM
75002,1/1/1994 12:00:00 AM,WTI,$US/bbl,15.02,9/28/2018 10:37:41 AM
75003,2/1/1994 12:00:00 AM,WTI,$US/bbl,14.78,9/28/2018 10:37:41 AM
75004,3/1/1994 12:00:00 AM,WTI,$US/bbl,14.65,9/28/2018 10:37:41 AM
75005,4/1/1994 12:00:00 AM,WTI,$US/bbl,16.33,9/28/2018 10:37:41 AM
75006,5/1/1994 12:00:00 AM,WTI,$US/bbl,17.83,9/28/2018 10:37:41 AM
75007,6/1/1994 12:00:00 AM,WTI,$US/bbl,19.07,9/28/2018 10:37:41 AM
75008,7/1/1994 12:00:00 AM,WTI,$US/bbl,19.66,9/28/2018 10:37:41 AM
75009,8/1/1994 12:00:00 AM,WTI,$US/bbl,18.38,9/28/2018 10:37:41 AM
75010,9/1/1994 12:00:00 AM,WTI,$US/bbl,17.47,9/28/2018 10:37:41 AM
75011,10/1/1994 12:00:00 AM,WTI,$US/bbl,17.71,9/28/2018 10:37:41 AM
75012,11/1/1994 12:00:00 AM,WTI,$US/bbl,18.1,9/28/2018 10:37:41 AM
75013,12/1/1994 12:00:00 AM,WTI,$US/bbl,17.16,9/28/2018 10:37:41 AM
75014,1/1/1995 12:00:00 AM,WTI,$US/bbl,17.99,9/28/2018 10:37:41 AM
75015,2/1/1995 12:00:00 AM,WTI,$US/bbl,18.53,9/28/2018 10:37:41 AM
75016,3/1/1995 12:00:00 AM,WTI,$US/bbl,18.55,9/28/2018 10:37:41 AM
75017,4/1/1995 12:00:00 AM,WTI,$US/bbl,19.89,9/28/2018 10:37:41 AM
75018,5/1/1995 12:00:00 AM,WTI,$US/bbl,19.74,9/28/2018 10:37:41 AM
75019,6/1/1995 12:00:00 AM,WTI,$US/bbl,18.4,9/28/2018 10:37:41 AM
75020,7/1/1995 12:00:00 AM,WTI,$US/bbl,17.26,9/28/2018 10:37:41 AM
75021,8/1/1995 12:00:00 AM,WTI,$US/bbl,17.81,9/28/2018 10:37:41 AM
75022,9/1/1995 12:00:00 AM,WTI,$US/bbl,18.21,9/28/2018 10:37:41 AM
75023,10/1/1995 12:00:00 AM,WTI,$US/bbl,17.4,9/28/2018 10:37:41 AM
75024,11/1/1995 12:00:00 AM,WTI,$US/bbl,18,9/28/2018 10:37:41 AM
75025,12/1/1995 12:00:00 AM,WTI,$US/bbl,19.04,9/28/2018 10:37:41 AM
75026,1/1/1996 12:00:00 AM,WTI,$US/bbl,18.7,9/28/2018 10:37:41 AM
75027,2/1/1996 12:00:00 AM,WTI,$US/bbl,18.78,9/28/2018 10:37:41 AM
75028,3/1/1996 12:00:00 AM,WTI,$US/bbl,21.18,9/28/2018 10:37:41 AM
75029,4/1/1996 12:00:00 AM,WTI,$US/bbl,23.3,9/28/2018 10:37:41 AM
75030,5/1/1996 12:00:00 AM,WTI,$US/bbl,21.09,9/28/2018 10:37:41 AM
75031,6/1/1996 12:00:00 AM,WTI,$US/bbl,20.43,9/28/2018 10:37:41 AM
75032,7/1/1996 12:00:00 AM,WTI,$US/bbl,21.25,9/28/2018 10:37:41 AM
75033,8/1/1996 12:00:00 AM,WTI,$US/bbl,21.91,9/28/2018 10:37:41 AM
75034,9/1/1996 12:00:00 AM,WTI,$US/bbl,23.93,9/28/2018 10:37:41 AM
75035,10/1/1996 12:00:00 AM,WTI,$US/bbl,24.9,9/28/2018 10:37:41 AM
75036,11/1/1996 12:00:00 AM,WTI,$US/bbl,23.55,9/28/2018 10:37:41 AM
75037,12/1/1996 12:00:00 AM,WTI,$US/bbl,25.12,9/28/2018 10:37:41 AM
75038,1/1/1997 12:00:00 AM,WTI,$US/bbl,25.18,9/28/2018 10:37:41 AM
75039,2/1/1997 12:00:00 AM,WTI,$US/bbl,22.17,9/28/2018 10:37:41 AM
75040,3/1/1997 12:00:00 AM,WTI,$US/bbl,20.97,9/28/2018 10:37:41 AM
75041,4/1/1997 12:00:00 AM,WTI,$US/bbl,19.73,9/28/2018 10:37:41 AM
75042,5/1/1997 12:00:00 AM,WTI,$US/bbl,20.87,9/28/2018 10:37:41 AM
75043,6/1/1997 12:00:00 AM,WTI,$US/bbl,19.22,9/28/2018 10:37:41 AM
75044,7/1/1997 12:00:00 AM,WTI,$US/bbl,19.66,9/28/2018 10:37:41 AM
75045,8/1/1997 12:00:00 AM,WTI,$US/bbl,19.95,9/28/2018 10:37:41 AM
75046,9/1/1997 12:00:00 AM,WTI,$US/bbl,19.78,9/28/2018 10:37:41 AM
75047,10/1/1997 12:00:00 AM,WTI,$US/bbl,21.28,9/28/2018 10:37:41 AM
75048,11/1/1997 12:00:00 AM,WTI,$US/bbl,20.22,9/28/2018 10:37:41 AM
75049,12/1/1997 12:00:00 AM,WTI,$US/bbl,18.32,9/28/2018 10:37:41 AM
75050,1/1/1998 12:00:00 AM,WTI,$US/bbl,16.73,9/28/2018 10:37:41 AM
75051,2/1/1998 12:00:00 AM,WTI,$US/bbl,16.08,9/28/2018 10:37:41 AM
75052,3/1/1998 12:00:00 AM,WTI,$US/bbl,15.04,9/28/2018 10:37:41 AM
75053,4/1/1998 12:00:00 AM,WTI,$US/bbl,15.46,9/28/2018 10:37:41 AM
75054,5/1/1998 12:00:00 AM,WTI,$US/bbl,14.93,9/28/2018 10:37:41 AM
75055,6/1/1998 12:00:00 AM,WTI,$US/bbl,13.67,9/28/2018 10:37:41 AM
75056,7/1/1998 12:00:00 AM,WTI,$US/bbl,14.09,9/28/2018 10:37:41 AM
75057,8/1/1998 12:00:00 AM,WTI,$US/bbl,13.38,9/28/2018 10:37:41 AM
75058,9/1/1998 12:00:00 AM,WTI,$US/bbl,14.97,9/28/2018 10:37:41 AM
75059,10/1/1998 12:00:00 AM,WTI,$US/bbl,14.42,9/28/2018 10:37:41 AM
75060,11/1/1998 12:00:00 AM,WTI,$US/bbl,13.04,9/28/2018 10:37:41 AM
75061,12/1/1998 12:00:00 AM,WTI,$US/bbl,11.31,9/28/2018 10:37:41 AM
75062,1/1/1999 12:00:00 AM,WTI,$US/bbl,12.49,9/28/2018 10:37:41 AM
75063,2/1/1999 12:00:00 AM,WTI,$US/bbl,12.02,9/28/2018 10:37:41 AM
75064,3/1/1999 12:00:00 AM,WTI,$US/bbl,14.68,9/28/2018 10:37:41 AM
75065,4/1/1999 12:00:00 AM,WTI,$US/bbl,17.3,9/28/2018 10:37:41 AM
75066,5/1/1999 12:00:00 AM,WTI,$US/bbl,17.77,9/28/2018 10:37:41 AM
75067,6/1/1999 12:00:00 AM,WTI,$US/bbl,17.92,9/28/2018 10:37:41 AM
75068,7/1/1999 12:00:00 AM,WTI,$US/bbl,20.1,9/28/2018 10:37:41 AM
75069,8/1/1999 12:00:00 AM,WTI,$US/bbl,21.28,9/28/2018 10:37:41 AM
75070,9/1/1999 12:00:00 AM,WTI,$US/bbl,23.79,9/28/2018 10:37:41 AM
75071,10/1/1999 12:00:00 AM,WTI,$US/bbl,22.67,9/28/2018 10:37:41 AM
75072,11/1/1999 12:00:00 AM,WTI,$US/bbl,24.77,9/28/2018 10:37:41 AM
75073,12/1/1999 12:00:00 AM,WTI,$US/bbl,26.09,9/28/2018 10:37:41 AM
75074,1/1/2000 12:00:00 AM,WTI,$US/bbl,27.01,9/28/2018 10:37:41 AM
75075,2/1/2000 12:00:00 AM,WTI,$US/bbl,29.3,9/28/2018 10:37:41 AM
75076,3/1/2000 12:00:00 AM,WTI,$US/bbl,29.89,9/28/2018 10:37:41 AM
75077,4/1/2000 12:00:00 AM,WTI,$US/bbl,25.54,9/28/2018 10:37:41 AM
75078,5/1/2000 12:00:00 AM,WTI,$US/bbl,28.81,9/28/2018 10:37:41 AM
75079,6/1/2000 12:00:00 AM,WTI,$US/bbl,31.53,9/28/2018 10:37:41 AM
75080,7/1/2000 12:00:00 AM,WTI,$US/bbl,29.72,9/28/2018 10:37:41 AM
75081,8/1/2000 12:00:00 AM,WTI,$US/bbl,31.14,9/28/2018 10:37:41 AM
75082,9/1/2000 12:00:00 AM,WTI,$US/bbl,33.87,9/28/2018 10:37:41 AM
75083,10/1/2000 12:00:00 AM,WTI,$US/bbl,32.93,9/28/2018 10:37:41 AM
75084,11/1/2000 12:00:00 AM,WTI,$US/bbl,34.26,9/28/2018 10:37:41 AM
75085,12/1/2000 12:00:00 AM,WTI,$US/bbl,28.4,9/28/2018 10:37:41 AM
75086,1/1/2001 12:00:00 AM,WTI,$US/bbl,29.26,9/28/2018 10:37:41 AM
75087,2/1/2001 12:00:00 AM,WTI,$US/bbl,29.64,9/28/2018 10:37:41 AM
75088,3/1/2001 12:00:00 AM,WTI,$US/bbl,27.27,9/28/2018 10:37:41 AM
75089,4/1/2001 12:00:00 AM,WTI,$US/bbl,27.62,9/28/2018 10:37:41 AM
75090,5/1/2001 12:00:00 AM,WTI,$US/bbl,28.68,9/28/2018 10:37:41 AM
75091,6/1/2001 12:00:00 AM,WTI,$US/bbl,27.59,9/28/2018 10:37:41 AM
75092,7/1/2001 12:00:00 AM,WTI,$US/bbl,26.47,9/28/2018 10:37:41 AM
75093,8/1/2001 12:00:00 AM,WTI,$US/bbl,27.31,9/28/2018 10:37:41 AM
75094,9/1/2001 12:00:00 AM,WTI,$US/bbl,25.69,9/28/2018 10:37:41 AM
75095,10/1/2001 12:00:00 AM,WTI,$US/bbl,22.21,9/28/2018 10:37:41 AM
75096,11/1/2001 12:00:00 AM,WTI,$US/bbl,19.67,9/28/2018 10:37:41 AM
75097,12/1/2001 12:00:00 AM,WTI,$US/bbl,19.4,9/28/2018 10:37:41 AM
75098,1/1/2002 12:00:00 AM,WTI,$US/bbl,19.73,9/28/2018 10:37:41 AM
75099,2/1/2002 12:00:00 AM,WTI,$US/bbl,20.76,9/28/2018 10:37:41 AM
75100,3/1/2002 12:00:00 AM,WTI,$US/bbl,24.44,9/28/2018 10:37:41 AM
75101,4/1/2002 12:00:00 AM,WTI,$US/bbl,26.26,9/28/2018 10:37:41 AM
75102,5/1/2002 12:00:00 AM,WTI,$US/bbl,26.95,9/28/2018 10:37:41 AM
75103,6/1/2002 12:00:00 AM,WTI,$US/bbl,25.55,9/28/2018 10:37:41 AM
75104,7/1/2002 12:00:00 AM,WTI,$US/bbl,26.94,9/28/2018 10:37:41 AM
75105,8/1/2002 12:00:00 AM,WTI,$US/bbl,28.2,9/28/2018 10:37:41 AM
75106,9/1/2002 12:00:00 AM,WTI,$US/bbl,29.67,9/28/2018 10:37:41 AM
75107,10/1/2002 12:00:00 AM,WTI,$US/bbl,28.86,9/28/2018 10:37:41 AM
75108,11/1/2002 12:00:00 AM,WTI,$US/bbl,26.19,9/28/2018 10:37:41 AM
75109,12/1/2002 12:00:00 AM,WTI,$US/bbl,29.39,9/28/2018 10:37:41 AM
75110,1/1/2003 12:00:00 AM,WTI,$US/bbl,32.7,9/28/2018 10:37:41 AM
75111,2/1/2003 12:00:00 AM,WTI,$US/bbl,35.73,9/28/2018 10:37:41 AM
75112,3/1/2003 12:00:00 AM,WTI,$US/bbl,33.16,9/28/2018 10:37:41 AM
75113,4/1/2003 12:00:00 AM,WTI,$US/bbl,28.14,9/28/2018 10:37:41 AM
75114,5/1/2003 12:00:00 AM,WTI,$US/bbl,28.07,9/28/2018 10:37:41 AM
75115,6/1/2003 12:00:00 AM,WTI,$US/bbl,30.52,9/28/2018 10:37:41 AM
75116,7/1/2003 12:00:00 AM,WTI,$US/bbl,30.7,9/28/2018 10:37:41 AM
75117,8/1/2003 12:00:00 AM,WTI,$US/bbl,31.6,9/28/2018 10:37:41 AM
75118,9/1/2003 12:00:00 AM,WTI,$US/bbl,28.31,9/28/2018 10:37:41 AM
75119,10/1/2003 12:00:00 AM,WTI,$US/bbl,30.35,9/28/2018 10:37:41 AM
75120,11/1/2003 12:00:00 AM,WTI,$US/bbl,31.06,9/28/2018 10:37:41 AM
75121,12/1/2003 12:00:00 AM,WTI,$US/bbl,32.14,9/28/2018 10:37:41 AM
75122,1/1/2004 12:00:00 AM,WTI,$US/bbl,34.22,9/28/2018 10:37:41 AM
75123,2/1/2004 12:00:00 AM,WTI,$US/bbl,34.5,9/28/2018 10:37:41 AM
75124,3/1/2004 12:00:00 AM,WTI,$US/bbl,36.72,9/28/2018 10:37:41 AM
75125,4/1/2004 12:00:00 AM,WTI,$US/bbl,36.62,9/28/2018 10:37:41 AM
75126,5/1/2004 12:00:00 AM,WTI,$US/bbl,40.28,9/28/2018 10:37:41 AM
75127,6/1/2004 12:00:00 AM,WTI,$US/bbl,38.05,9/28/2018 10:37:41 AM
75128,7/1/2004 12:00:00 AM,WTI,$US/bbl,40.81,9/28/2018 10:37:41 AM
75129,8/1/2004 12:00:00 AM,WTI,$US/bbl,44.88,9/28/2018 10:37:41 AM
75130,9/1/2004 12:00:00 AM,WTI,$US/bbl,45.94,9/28/2018 10:37:41 AM
75131,10/1/2004 12:00:00 AM,WTI,$US/bbl,53.09,9/28/2018 10:37:41 AM
75132,11/1/2004 12:00:00 AM,WTI,$US/bbl,48.48,9/28/2018 10:37:41 AM
75133,12/1/2004 12:00:00 AM,WTI,$US/bbl,43.26,9/28/2018 10:37:41 AM
75134,1/1/2005 12:00:00 AM,WTI,$US/bbl,46.85,9/28/2018 10:37:41 AM
75135,2/1/2005 12:00:00 AM,WTI,$US/bbl,48.05,9/28/2018 10:37:41 AM
75136,3/1/2005 12:00:00 AM,WTI,$US/bbl,54.63,9/28/2018 10:37:41 AM
75137,4/1/2005 12:00:00 AM,WTI,$US/bbl,53.22,9/28/2018 10:37:41 AM
75138,5/1/2005 12:00:00 AM,WTI,$US/bbl,49.87,9/28/2018 10:37:41 AM
75139,6/1/2005 12:00:00 AM,WTI,$US/bbl,56.42,9/28/2018 10:37:41 AM
75140,7/1/2005 12:00:00 AM,WTI,$US/bbl,59.03,9/28/2018 10:37:41 AM
75141,8/1/2005 12:00:00 AM,WTI,$US/bbl,64.99,9/28/2018 10:37:41 AM
75142,9/1/2005 12:00:00 AM,WTI,$US/bbl,65.55,9/28/2018 10:37:41 AM
75143,10/1/2005 12:00:00 AM,WTI,$US/bbl,62.27,9/28/2018 10:37:41 AM
75144,11/1/2005 12:00:00 AM,WTI,$US/bbl,58.34,9/28/2018 10:37:41 AM
75145,12/1/2005 12:00:00 AM,WTI,$US/bbl,59.45,9/28/2018 10:37:41 AM
75146,1/1/2006 12:00:00 AM,WTI,$US/bbl,65.54,9/28/2018 10:37:41 AM
75147,2/1/2006 12:00:00 AM,WTI,$US/bbl,61.93,9/28/2018 10:37:41 AM
75148,3/1/2006 12:00:00 AM,WTI,$US/bbl,62.97,9/28/2018 10:37:41 AM
75149,4/1/2006 12:00:00 AM,WTI,$US/bbl,70.16,9/28/2018 10:37:41 AM
75150,5/1/2006 12:00:00 AM,WTI,$US/bbl,70.96,9/28/2018 10:37:41 AM
75151,6/1/2006 12:00:00 AM,WTI,$US/bbl,70.97,9/28/2018 10:37:41 AM
75152,7/1/2006 12:00:00 AM,WTI,$US/bbl,74.46,9/28/2018 10:37:41 AM
75153,8/1/2006 12:00:00 AM,WTI,$US/bbl,73.08,9/28/2018 10:37:41 AM
75154,9/1/2006 12:00:00 AM,WTI,$US/bbl,63.9,9/28/2018 10:37:41 AM
75155,10/1/2006 12:00:00 AM,WTI,$US/bbl,59.14,9/28/2018 10:37:41 AM
75156,11/1/2006 12:00:00 AM,WTI,$US/bbl,59.4,9/28/2018 10:37:41 AM
75157,12/1/2006 12:00:00 AM,WTI,$US/bbl,62.09,9/28/2018 10:37:41 AM
75158,1/1/2007 12:00:00 AM,WTI,$US/bbl,54.35,9/28/2018 10:37:41 AM
75159,2/1/2007 12:00:00 AM,WTI,$US/bbl,59.39,9/28/2018 10:37:41 AM
75160,3/1/2007 12:00:00 AM,WTI,$US/bbl,60.74,9/28/2018 10:37:41 AM
75161,4/1/2007 12:00:00 AM,WTI,$US/bbl,64.04,9/28/2018 10:37:41 AM
75162,5/1/2007 12:00:00 AM,WTI,$US/bbl,63.53,9/28/2018 10:37:41 AM
75163,6/1/2007 12:00:00 AM,WTI,$US/bbl,67.53,9/28/2018 10:37:41 AM
75164,7/1/2007 12:00:00 AM,WTI,$US/bbl,74.15,9/28/2018 10:37:41 AM
75165,8/1/2007 12:00:00 AM,WTI,$US/bbl,72.36,9/28/2018 10:37:41 AM
75166,9/1/2007 12:00:00 AM,WTI,$US/bbl,79.63,9/28/2018 10:37:41 AM
75167,10/1/2007 12:00:00 AM,WTI,$US/bbl,85.66,9/28/2018 10:37:41 AM
75168,11/1/2007 12:00:00 AM,WTI,$US/bbl,94.63,9/28/2018 10:37:41 AM
75169,12/1/2007 12:00:00 AM,WTI,$US/bbl,91.74,9/28/2018 10:37:41 AM
75170,1/1/2008 12:00:00 AM,WTI,$US/bbl,92.93,9/28/2018 10:37:41 AM
75171,2/1/2008 12:00:00 AM,WTI,$US/bbl,95.35,9/28/2018 10:37:41 AM
75172,3/1/2008 12:00:00 AM,WTI,$US/bbl,105.42,9/28/2018 10:37:41 AM
75173,4/1/2008 12:00:00 AM,WTI,$US/bbl,112.46,9/28/2018 10:37:41 AM
75174,5/1/2008 12:00:00 AM,WTI,$US/bbl,125.46,9/28/2018 10:37:41 AM
75175,6/1/2008 12:00:00 AM,WTI,$US/bbl,134.02,9/28/2018 10:37:41 AM
75176,7/1/2008 12:00:00 AM,WTI,$US/bbl,133.48,9/28/2018 10:37:41 AM
75177,8/1/2008 12:00:00 AM,WTI,$US/bbl,116.69,9/28/2018 10:37:41 AM
75178,9/1/2008 12:00:00 AM,WTI,$US/bbl,103.76,9/28/2018 10:37:41 AM
75179,10/1/2008 12:00:00 AM,WTI,$US/bbl,76.72,9/28/2018 10:37:41 AM
75180,11/1/2008 12:00:00 AM,WTI,$US/bbl,57.44,9/28/2018 10:37:41 AM
75181,12/1/2008 12:00:00 AM,WTI,$US/bbl,42.04,9/28/2018 10:37:41 AM
75182,1/1/2009 12:00:00 AM,WTI,$US/bbl,41.92,9/28/2018 10:37:41 AM
75183,2/1/2009 12:00:00 AM,WTI,$US/bbl,39.26,9/28/2018 10:37:41 AM
75184,3/1/2009 12:00:00 AM,WTI,$US/bbl,48.06,9/28/2018 10:37:41 AM
75185,4/1/2009 12:00:00 AM,WTI,$US/bbl,49.95,9/28/2018 10:37:41 AM
75186,5/1/2009 12:00:00 AM,WTI,$US/bbl,59.21,9/28/2018 10:37:41 AM
75187,6/1/2009 12:00:00 AM,WTI,$US/bbl,69.7,9/28/2018 10:37:41 AM
75188,7/1/2009 12:00:00 AM,WTI,$US/bbl,64.29,9/28/2018 10:37:41 AM
75189,8/1/2009 12:00:00 AM,WTI,$US/bbl,71.14,9/28/2018 10:37:41 AM
75190,9/1/2009 12:00:00 AM,WTI,$US/bbl,69.47,9/28/2018 10:37:41 AM
75191,10/1/2009 12:00:00 AM,WTI,$US/bbl,75.82,9/28/2018 10:37:41 AM
75192,11/1/2009 12:00:00 AM,WTI,$US/bbl,78.15,9/28/2018 10:37:41 AM
75193,12/1/2009 12:00:00 AM,WTI,$US/bbl,74.6,9/28/2018 10:37:41 AM
75194,1/1/2010 12:00:00 AM,WTI,$US/bbl,78.4,9/28/2018 10:37:41 AM
75195,2/1/2010 12:00:00 AM,WTI,$US/bbl,76.45,9/28/2018 10:37:41 AM
75196,3/1/2010 12:00:00 AM,WTI,$US/bbl,81.29,9/28/2018 10:37:41 AM
75197,4/1/2010 12:00:00 AM,WTI,$US/bbl,84.58,9/28/2018 10:37:41 AM
75198,5/1/2010 12:00:00 AM,WTI,$US/bbl,74.12,9/28/2018 10:37:41 AM
75199,6/1/2010 12:00:00 AM,WTI,$US/bbl,75.41,9/28/2018 10:37:41 AM
75200,7/1/2010 12:00:00 AM,WTI,$US/bbl,76.38,9/28/2018 10:37:41 AM
75201,8/1/2010 12:00:00 AM,WTI,$US/bbl,76.67,9/28/2018 10:37:41 AM
75202,9/1/2010 12:00:00 AM,WTI,$US/bbl,75.55,9/28/2018 10:37:41 AM
75203,10/1/2010 12:00:00 AM,WTI,$US/bbl,81.95,9/28/2018 10:37:41 AM
75204,11/1/2010 12:00:00 AM,WTI,$US/bbl,84.32,9/28/2018 10:37:41 AM
